id,name,address,lat,lon,biz_type,description,neighborhood,zip,source,hiring_notes,notes,website,phone,created_at
425,Shell,5500 South Pulaski Road,,,retail,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
426,55th & Pulaski Currency Exchange,5501 South Pulaski Road,,,retail,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
427,Midway Square,5101-5105 South Pulaski Road,,,retail,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
428,Citgo,,,,yes,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
429,Sor Juana Elementary School,4034 West 56th Street,,,school,,Archer Heights,60632,osm,,,https://www.sorjuana.cps.edu/,,2026-04-30 04:12:41
430,Saint Turibius School,,,,school,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
431,Peck Elementary School,3826 West 58th Street,,,school,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
432,Divine Word Polish National Catholic Church,3846 West 57th Street,,,church,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
433,Saint Turibius Roman Catholic Church,4110-4112 West 57th Street,,,church,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
434,Allstate,5558 South Pulaski Road,,,retail,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
435,Super Mall,,,,retail,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
436,Pulaski Park & Ride,,,,parking,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
437,Midway Square,,,,retail,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
438,53 NB,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
439,53 SB,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
440,Taco Bell,5350 South Pulaski Road,,,retail,,Archer Heights,60632,osm,,,https://locations.tacobell.com/il/chicago/5350-s-pulaski.html,+1 872-888-6490,2026-04-30 04:12:41
441,Pulaski Kiss & Ride,,,,parking,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
442,Pulaski CTA Station,4017-4021 West 51st Street,,,train_station,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
443,Glendale,,41.798644,-87.7111642,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
444,55th Street & St. Louis,,41.7934846,-87.7113676,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
445,55th Street & Lawndale,,41.7932401,-87.715515,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
446,55th Street & Homan,,41.7935225,-87.7086986,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
447,55th Street & Hamlin,,41.7931947,-87.7179844,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
448,55th Street & Central Park,,41.7934486,-87.7129526,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
449,St. Louis Ave & Norman Bobbins Pl,,41.7943975,-87.7115393,bicycle_rental,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
450,Creative Kids Daycare Center,,41.7932963,-87.7086331,childcare,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
451,Glenna's Hair Salon,3801 West 55th Street,41.7930378,-87.7184032,hairdresser,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
452,Senka Park,5400 South Saint Louis Avenue,,,other,,Archer Heights,60632,osm,,,https://www.chicagoparkdistrict.com/parks-facilities/senka-edward-duke-park,,2026-04-30 04:12:41
453,Los Pequenos Angelitos Day Care,3711 West 55th Street,,,yes,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
454,Elsdon United Methodist Church,5250-5258 South Christiana Avenue,,,church,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
455,Eric Solorio Academy High School,5400 South Saint Louis Avenue,,,school,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
456,Amazon DIL3,3507 West 51st Street,,,warehouse,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
457,Irene C. Hernandez Middle School,3510 West 55th Street,,,school,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
458,Socorro Sandoval Elementary School,5534 South Saint Louis Avenue,,,school,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
459,Gage Park,,41.795033,-87.6961636,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
460,Garfield Manor,,41.7950329,-87.7061639,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
461,Saint Gall School,,41.7928096,-87.7041328,school,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
462,Saint Gall Convent,,41.792447,-87.7044372,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
463,55th Street & Albany,,41.7936346,-87.7015424,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
464,55th Street & Spaulding,,41.7935666,-87.7058581,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
465,55th Street & Kedzie,,41.793585,-87.7039391,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
466,55th Street & Sacramento,,41.7935378,-87.6983215,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
467,55th Street & Francisco,,41.7935825,-87.6959393,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
468,Don Pan Bakery,5154 South Kedzie Avenue,41.7992096,-87.7039949,bakery,,Archer Heights,60632,osm,,,https://donpan.com/,+1-773-434-3525,2026-04-30 04:12:41
469,La France Bakery,5405 South Kedzie Avenue,41.7951098,-87.7032695,bakery,,Archer Heights,60632,osm,,,http://www.lafrancebakery.com/,+1-773-737-2113,2026-04-30 04:12:41
470,T-Mobile,5521 South Kedzie Avenue,41.792967,-87.7030877,mobile_phone,,Archer Heights,60632,osm,,,https://www.t-mobile.com/stores/bd/t-mobile-chicago-il-60629-3sew,,2026-04-30 04:12:41
471,T-Mobile,,41.7875547,-87.7029959,mobile_phone,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
472,Kedzie Ave & 57th St,,41.7898275,-87.7031302,bicycle_rental,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
473,Kedzie Ave & 52nd St,,41.7990488,-87.7034016,bicycle_rental,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
474,Chic Hair Studio,,41.7936457,-87.703962,hairdresser,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
475,Simple Fix,,41.7936319,-87.7039176,electronics_repair,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
476,Su Nueva Lavanderia,,41.793273,-87.70698,laundry,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
477,Scelebrations,5409 South Kedzie Avenue,41.7949692,-87.7033748,dressmaker,,Archer Heights,60632,osm,,,https://scelebrations.com/,,2026-04-30 04:12:41
478,Rosa's Tamales,,41.7935747,-87.7066737,restaurant,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
479,Muandachareo,,41.7935805,-87.7064956,yes,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
480,Creative Kids,,41.7935885,-87.7061475,yes,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
481,Cup Board Food & Liquors,,41.793741,-87.7058091,convenience,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
482,Reyna's Salon Unisex,,41.7937425,-87.7056648,hairdresser,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
483,Elite Staffing,,41.7937523,-87.7053975,employment_agency,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
484,Outpatient Recovery Services,,41.7936056,-87.7049551,clinic,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
485,Regal Beagle,,41.7936062,-87.7050807,yes,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
486,Altrid Beauty Salon,,41.793611,-87.7045182,yes,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
487,Sawyer Elementary School,5247 South Sawyer Avenue,,,school,,Archer Heights,60632,osm,,,https://sawyer.cps.edu/,,2026-04-30 04:12:41
488,Taquería Atotonilco,5656 South Kedzie Avenue,,,retail,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
489,Wendy's,5729 South Kedzie Avenue,,,retail,,Archer Heights,60632,osm,,,https://locations.wendys.com/chicago-il-11531,+1 773-918-0417,2026-04-30 04:12:41
490,Pete's Market,5724 South Kedzie Avenue,,,retail,,Archer Heights,60632,osm,,,https://www.petesfresh.com/stores/pfm-01-57th-kedzie,,2026-04-30 04:12:41
491,McDonald's,5733 South Kedzie Avenue,,,retail,,Archer Heights,60632,osm,,,https://www.mcdonalds.com/us/en-us/location/335.html,+1 773-471-1858,2026-04-30 04:12:41
492,LA Fitness,5559 South Kedzie Avenue,,,retail,,Archer Heights,60632,osm,,,https://www.lafitness.com/pages/clubhome.aspx?clubid=1062&Chicago-Illinois+GYM,,2026-04-30 04:12:41
493,Walgreens,5435 South Kedzie Avenue,,,retail,,Archer Heights,60632,osm,,,https://www.walgreens.com/locator/walgreens-5435+s+kedzie+ave-chicago-il-60632/id=5234,,2026-04-30 04:12:41
494,Saint Gall Catholic Church,5511-5533 South Sawyer Avenue,,,church,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
495,AllStar,5301 South Kedzie Avenue,,,roof,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
496,Bank of America,5601 South Kedzie Avenue,,,commercial,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
497,Starbucks,5505 South Kedzie Avenue,,,retail,,Archer Heights,60632,osm,,,https://www.starbucks.com/store-locator/store/1021105/kedzie-and-55th-street-5505-south-kedzie-chicago-il-606292403-us,+1 312-520-3836,2026-04-30 04:12:41
498,Beautiful Saviour Evangelical Lutheran Church,,41.8002861,-87.7339428,place_of_worship,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
499,Dollar Tree,5101 South Cicero Avenue,41.8000852,-87.7425619,variety_store,,Archer Heights,60632,osm,,,https://www.dollartree.com/locations/il/chicago/5169/,,2026-04-30 04:12:41
500,47th Street & Kilbourn,,41.8078099,-87.7353216,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
501,47th Street & Kolmar,,41.8076191,-87.737195,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
502,47th Street & Kilpatrick,,41.807736,-87.7405834,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
503,47th Street & Knox,,41.807739,-87.739322,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
504,47th Street & Kostner,,41.80769,-87.7335186,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
505,Archer & Kostner,,41.8000851,-87.7332948,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
506,Lara Auto Service 2,4817 South Knox Avenue,41.8054127,-87.7389907,car_repair,,Archer Heights,60632,osm,,,http://laraautoservice2.com,+1-773-585-9040,2026-04-30 04:12:41
507,Omega Locksmith,4346 West 51st Street,41.8006126,-87.7327375,locksmith,,Archer Heights,60632,osm,,,https://www.omegalocksmith.com/,,2026-04-30 04:12:41
508,BP Shop,4520 South Cicero Avenue,41.8105388,-87.7437782,convenience,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
509,Subway,4735 South Cicero Avenue,41.8064765,-87.7425956,fast_food,,Archer Heights,60632,osm,,,https://restaurants.subway.com/united-states/il/chicago/4735-s-cicero-ave,+1 773-735-4388,2026-04-30 04:12:41
510,O'Reilly Auto Parts,4850 South Cicero Avenue,41.8041282,-87.7435464,car_parts,,Archer Heights,60632,osm,,,https://locations.oreillyauto.com/il/chicago/autoparts-3420.html,,2026-04-30 04:12:41
511,Boost Mobile,5101 South Cicero Avenue,41.8000245,-87.7427015,mobile_phone,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
512,47th Street & Kildare,,41.8077842,-87.7314962,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
513,Kenneth Ave & 50th St,,41.8023163,-87.734395,bicycle_rental,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
514,e'Nails,,41.8067057,-87.7426168,beauty,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
515,Kilbourn Ave & 49th St,,41.8038087,-87.7356256,bicycle_rental,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
516,47th Street & Cicero,,41.8076769,-87.7442499,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
517,Archer Park,4901 South Kilbourn Avenue,,,other,,Archer Heights,60632,osm,,,https://www.chicagoparkdistrict.com/parks-facilities/archer-william-beatty-park,,2026-04-30 04:12:41
518,The Claridge at Cicero,4437 South Cicero Avenue,,,apartments,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
519,BP,4520 South Cicero Avenue,,,retail,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
520,Mobil Mart,4629 South Cicero Avenue,,,yes,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
521,Mobil,4629 South Cicero Avenue,,,yes,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
522,Dunkin',4649 South Cicero Avenue,,,retail,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
523,Starbucks,4701 South Cicero Avenue,,,retail,,Archer Heights,60632,osm,,,https://www.starbucks.com/store-locator/store/18557/47th-cicero-4701-south-cicero-avenue-chicago-il-606324807-us,+1 773-838-8596,2026-04-30 04:12:41
524,U-Haul,4701-4707 West 47th Street,,,retail,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
525,McDonald's,4704 South Cicero Avenue,,,retail,,Archer Heights,60632,osm,,,https://www.mcdonalds.com/us/en-us/location/6310.html,+1 773-284-9713,2026-04-30 04:12:41
526,BP,4749 South Cicero Avenue,,,roof,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
527,Los Amantes Banquet Hall,4753 West 47th Street,,,yes,,Archer Heights,60632,osm,,,https://losamantesbanquet.com/,,2026-04-30 04:12:41
528,BP Shop,4759 South Cicero Avenue,,,retail,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
529,Shell,4900-4906 South Cicero Avenue,,,yes,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
530,Archer Park Fieldhouse,4901 South Kilbourn Avenue,,,public,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
531,Tiger Mart,4951 South Cicero Avenue,,,retail,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
532,Exxon,4951 South Cicero Avenue,,,roof,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
533,Saint Richard Catholic Church,5000 South Kostner Avenue,,,church,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
534,Family Dollar,5018 South Cicero Avenue,,,retail,,Archer Heights,60632,osm,,,https://www.familydollar.com/,,2026-04-30 04:12:41
535,Popeyes,5050 South Cicero Avenue,,,retail,,Archer Heights,60632,osm,,,https://locations.popeyes.com/il/chicago/2438/,+1 708-573-0703,2026-04-30 04:12:41
536,NS RR,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
537,Saint Richard School,,,,school,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
538,Water Playground,,,,fountain,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
539,Cash America Pawn,4558 South Cicero Avenue,,,retail,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
540,AutoZone,4536 South Cicero Avenue,,,retail,,Archer Heights,60632,osm,,,https://www.autozone.com/locations/il/chicago/4536-s-cicero-ave.html,,2026-04-30 04:12:41
541,Villa Rosa Square,,,,retail,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
542,Cicero Senior Lofts,4835 South Cicero Avenue,,,apartments,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
543,Cicero Motel,4501 South Cicero Avenue,,,commercial,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
544,Taco Bell,4656 South Cicero Avenue,,,retail,,Archer Heights,60632,osm,,,https://locations.tacobell.com/il/chicago/4656-s-cicero-ave.html,,2026-04-30 04:12:41
545,Mahomet #2,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
546,Archer Heights,,41.811404,-87.7261852,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
547,Archer Heights Veterans Monument,,41.8005414,-87.7299327,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
548,47th Street & Karlov,,41.8077801,-87.7261719,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
549,47th Street & Keeler,,41.8078929,-87.7283445,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
550,47th Street & Springfield,,41.8079759,-87.7209871,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
551,47th Street & Pulaski,,41.807807,-87.7231584,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
552,Karlov & Archer,,41.8011765,-87.725765,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
553,Archer & 49th Street/Avers,,41.8043659,-87.7203103,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
554,Archer & Pulaski,,41.8026121,-87.7231515,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
555,Archer & Keeler,,41.8009949,-87.7286519,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
556,Archer & Kildare,,41.8005596,-87.7301514,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
557,Pulaski & Archer,,41.8029046,-87.7232715,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
558,Carlton Inn Midway,4944 South Archer Avenue,41.8039189,-87.7220744,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
559,Dollar Tree,5119 South Pulaski Road,41.8001972,-87.722429,variety_store,,Archer Heights,60632,osm,,,https://locations.dollartree.com/il/chicago/5119-s-pulaski-rd,,2026-04-30 04:12:41
560,Birrieria Zaragoza,4852 South Pulaski Road,41.8044748,-87.7237736,restaurant,,Archer Heights,60632,osm,,,https://www.birrieriazaragoza.com/,+1-773-523-3700,2026-04-30 04:12:41
561,Chicago Sports Bar & Grill,4335 West 47th Street,41.8076412,-87.7323151,bar,,Archer Heights,60632,osm,,,,+1-773-254-1577,2026-04-30 04:12:41
562,Illinois Bar & Grill On 47th,4135 West 47th Street,41.8076226,-87.7274061,bar,,Archer Heights,60632,osm,,,http://illinoisbarandgrill.com/5.html,+1-773-847-2525,2026-04-30 04:12:41
563,Pastel! Cakes and More,4814 South Pulaski Road,41.8055017,-87.7238892,cafe,,Archer Heights,60632,osm,,,,+1-773-523-5595,2026-04-30 04:12:41
564,Watra Night Club,4758 South Pulaski Road,41.8061796,-87.7238346,bar,,Archer Heights,60632,osm,,,https://www.watranightclub.com/,+1-773-927-0710,2026-04-30 04:12:41
565,La Central Bakery,4120 West 47th Street,41.8080018,-87.7270689,bakery,,Archer Heights,60632,osm,,,,+1-773-376-5155,2026-04-30 04:12:41
566,Insurance Navy Brokers,5016 South Pulaski Road,41.801793,-87.7237861,insurance,,Archer Heights,60632,osm,,,https://www.insurancenavy.com/locations/il/archer-heights/,+1 773 478 6289,2026-04-30 04:12:41
567,De Colores,3838 West 49th Street,41.8043798,-87.7204015,ice_cream,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
568,Pulaski Rd & 51st St,,41.8004573,-87.7246089,bicycle_rental,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
569,Springfield Ave & 47th St,,41.8080462,-87.721214,bicycle_rental,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
570,Kildare Ave & 47th St,,41.807614,-87.7308453,bicycle_rental,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
571,Wingstop,4428 South Pulaski Road,41.8124847,-87.7242252,fast_food,,Archer Heights,60632,osm,,,https://www.wingstop.com/location/wingstop-551-chicago-il-60632/,+1 773-847-4747,2026-04-30 04:12:41
572,Brick Yard Gym,4051 West 47th Street,41.80768,-87.7255963,other,,Archer Heights,60632,osm,,,https://blades-brick-yard-gym.business.site/,+1-773-475-6215,2026-04-30 04:12:41
573,Taxes On The Go,5102 South Archer Avenue,41.8009538,-87.7291854,tax_advisor,,Archer Heights,60632,osm,,,https://taxesonthegoinc.com/,+1-773-249-6673,2026-04-30 04:12:41
574,Made Barber Lounge,5014 South Pulaski Road,41.8018285,-87.7238423,hairdresser,,Archer Heights,60632,osm,,,,+1-773-498-4771,2026-04-30 04:12:41
575,Acero SPC Daniel Zizumbo Elementary School,4248 West 47th Street,41.8082897,-87.7307583,school,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
576,Acero PFC Omar E. Torres Elementary School,4248 West 47th Street,41.8085468,-87.7307639,school,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
577,Acero Major Hector P. García M.D. High School,4248 West 47th Street,41.8091218,-87.730806,school,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
578,Walgreens,3943 West 47th Street,41.8075051,-87.7228071,pharmacy,,Archer Heights,60632,osm,,,https://www.walgreens.com/locator/walgreens-3943+w+47th+st-chicago-il-60632/id=5867,,2026-04-30 04:12:41
579,Mr. Submarine,5012 South Pulaski Road,41.8018556,-87.7238685,fast_food,,Archer Heights,60632,osm,,,https://mrsubmarine.com/archerheights,,2026-04-30 04:12:41
580,Domino's,5018 South Pulaski Road,41.8017254,-87.7236992,fast_food,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
581,MD Income Tax & Services,4846 South Pulaski Road,41.8046829,-87.7237316,tax_advisor,,Archer Heights,60632,osm,,,,+1-888-372-1891,2026-04-30 04:12:41
582,Public Storage,4220 West 47th Street,41.8085057,-87.7293699,storage_rental,,Archer Heights,60632,osm,,,https://www.publicstorage.com/self-storage-il-chicago/939.html,,2026-04-30 04:12:41
583,Citgo,4319 West 47th Street,,,retail,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
584,Midway Church of God,5000 South Kedvale Avenue,,,church,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
585,PNC Bank,5075 South Archer Avenue,,,retail,,Archer Heights,60632,osm,,,https://apps.pnc.com/locator/location-details/illinois/chicago/60632/00886071/archer,,2026-04-30 04:12:41
586,Archer Heights Branch Library,5055 South Archer Avenue,,,library,,Archer Heights,60632,osm,,,https://www.chipublib.org/locations/5/,+1-312-747-9241,2026-04-30 04:12:41
587,Chicago Fire Department Engine Company 34,4034 West 47th Street,,,fire_station,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
588,La Gloria,5044-5050 South Archer Avenue,,,yes,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
589,Shell,3952 West 47th Street,,,retail,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
590,Lowe's,4640 South Pulaski Road,,,retail,,Archer Heights,60632,osm,,,https://www.lowes.com/store/IL-Chicago/3572,+1 773-475-3855,2026-04-30 04:12:41
591,Shell,4647 South Pulaski Road,,,yes,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
592,Self-Help Federal Credit Union,4800 South Pulaski Road,,,retail,,Archer Heights,60632,osm,,,https://www.self-helpfcu.org/locations/illinois-locations/chicagos-brighton-park-branch,+1-877-369-2828,2026-04-30 04:12:41
593,Saint Bruno's Roman Catholic Church,4801 South Harding Avenue,,,church,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
594,First American Bank,3959 West 45th Street,,,retail,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
595,Target,4433 South Pulaski Road,,,retail,,Archer Heights,60632,osm,,,https://www.target.com/sl/chicago-south-pulaski/1879,+1 773-579-2120,2026-04-30 04:12:41
596,United Credit Union,4444 South Pulaski Road,,,retail,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
597,Aldi,4501 South Pulaski Road,,,retail,,Archer Heights,60632,osm,,,https://stores.aldi.us/il/chicago/4501-s-pulaski,+1 833-462-1010,2026-04-30 04:12:41
598,BP Shop,4540 South Pulaski Road,,,retail,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
599,The Blue Kanagaroo Laundromat,4550 South Pulaski Road,,,retail,,Archer Heights,60632,osm,,,https://bluekangaroolaundromat.com/,,2026-04-30 04:12:41
600,Advance Auto Parts,4625 South Pulaski Road,,,retail,,Archer Heights,60632,osm,,,https://stores.advanceautoparts.com/il/chicago/4625-s-pulaski-rd,,2026-04-30 04:12:41
601,Curie Park,4949 South Archer Avenue,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
602,Curie Metropolitan High School,4959 South Archer Avenue,,,school,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
603,Saint Bruno School,,,,school,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
604,Edwards Elementary School,4815 South Karlov Avenue,,,school,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
605,Chase,4455 South Pulaski Road,,,retail,,Archer Heights,60632,osm,,,https://locator.chase.com/il/chicago/4455-s-pulaski-rd,+1 773-847-6756,2026-04-30 04:12:41
606,53A,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
607,T-Mobile,4654 South Pulaski Road,,,retail,,Archer Heights,60632,osm,,,https://www.t-mobile.com/stores/bd/t-mobile-chicago-il-60632-4slr,,2026-04-30 04:12:41
608,BP,4540 South Pulaski Road,,,roof,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
609,62,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
610,47th & Pulaski Currency Exchange,4700 South Pulaski Road,,,retail,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
611,AutoZone,4034 West 51st Street,,,retail,,Archer Heights,60632,osm,,,https://www.autozone.com/locations/il/chicago/4034-w-51st-st.html,+17737350627,2026-04-30 04:12:41
612,Kedzie,,41.8043897,-87.7050152,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
613,47th Street & Archer,,41.8080703,-87.7147274,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
614,47th Street & St. Louis,,41.8079554,-87.711494,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
615,47th Street & Homan,,41.807981,-87.7087863,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
616,47th Street & Hamlin,,41.8080099,-87.7185362,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
617,47th Street & Lawndale,,41.807898,-87.716367,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
618,Archer & Homan,,41.8112102,-87.7087611,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
619,Archer & Lawndale,,41.8065492,-87.7163728,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
620,Archer & St. Louis,,41.809694,-87.7112364,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
621,Archer & Hamlin,,41.8050857,-87.718717,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
622,Coco Club,3350 West 47th Street,41.8083933,-87.7083638,restaurant,,Archer Heights,60632,osm,,,https://www.cococlubs.com/,+1-773-801-0724,2026-04-30 04:12:41
623,MaddAnthonys Bar & Grill,3350 West 47th Street,41.8083393,-87.7083729,bar,,Archer Heights,60632,osm,,,https://maddanthonysbar.com/,+1-773-523-2205,2026-04-30 04:12:41
624,Michael’s Sport Lounge,4501 South Christiana Avenue,41.8114791,-87.7080881,bar,,Archer Heights,60632,osm,,,,+1-773-376-1108,2026-04-30 04:12:41
625,Maribis of Chicago,4570 South Archer Avenue,41.8101561,-87.7109976,cannabis,,Archer Heights,60632,osm,,,https://www.maribisllc.com,+1-773-940-2216,2026-04-30 04:12:41
626,47th Street & Spaulding,,41.8081118,-87.7062383,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
